name,profile_url,weight_class,wins,losses,draws,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,rank
Reza,http://ufcstats.com/fighter-details/90063913321e7670,--,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ryoga,http://ufcstats.com/fighter-details/e0e1801e8721af17,--,10,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Hashem,http://ufcstats.com/fighter-details/9a7ffa80766caa51,"75.0""",6,1,0,1.84,44.0,8.97,43.0,0.0,0.0,50.0,0.0,
Andrei,http://ufcstats.com/fighter-details/3738e68d2261e60f,"77.0""",34,24,0,3.82,45.0,3.22,57.0,0.37,35.0,76.0,0.2,
Garrett,http://ufcstats.com/fighter-details/1effd880e1f1bb30,"70.0""",10,5,0,5.35,53.0,3.64,56.0,1.1,50.0,64.0,0.6,
Joey,http://ufcstats.com/fighter-details/30ad2050273d016a,--,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austin,http://ufcstats.com/fighter-details/bf0e700106d00e55,"72.0""",16,6,0,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,
Ricardo,http://ufcstats.com/fighter-details/05fbfe628658c538,--,14,5,0,1.66,48.0,1.15,57.0,2.41,48.0,58.0,1.2,
Eli,http://ufcstats.com/fighter-details/a90c200c3fbb22c4,"72.0""",6,1,0,8.92,68.0,6.49,38.0,12.16,100.0,0.0,0.0,
Chalid,http://ufcstats.com/fighter-details/770b9d4813c25902,--,7,3,0,1.56,34.0,1.63,56.0,3.05,75.0,37.0,1.0,
Akbarh,http://ufcstats.com/fighter-details/c136b2a8852da5bd,"71.0""",23,11,1,2.32,45.0,4.01,56.0,1.07,100.0,33.0,0.4,
Matt,http://ufcstats.com/fighter-details/de62052b2ede65ba,"72.0""",3,3,0,1.62,47.0,2.01,58.0,2.12,36.0,100.0,5.3,
Antonio,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"73.0""",9,5,0,2.82,66.0,2.02,50.0,1.14,41.0,41.0,0.2,
Gilles,http://ufcstats.com/fighter-details/2dea80c069847321,--,1,1,0,0.06,10.0,2.45,32.0,0.0,0.0,0.0,0.0,
Veta,http://ufcstats.com/fighter-details/91e3388e69060e69,--,3,1,0,3.2,36.0,1.92,65.0,0.0,0.0,40.0,0.0,
Cesar,http://ufcstats.com/fighter-details/49f78022126bf4a4,--,8,3,0,5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,
Kai,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,"69.0""",21,6,0,2.27,32.0,3.53,52.0,0.0,0.0,50.0,0.0,
Teddy,http://ufcstats.com/fighter-details/a373085066dbfb54,"73.0""",14,5,0,7.27,61.0,6.8,28.0,0.0,0.0,100.0,0.0,
Arman,http://ufcstats.com/fighter-details/d26a0988c9dc9886,--,11,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Yanal,http://ufcstats.com/fighter-details/c739c2995a275314,"69.0""",8,2,0,2.88,50.0,4.78,50.0,3.24,38.0,64.0,0.0,
,http://ufcstats.com/fighter-details/8be9deb7d6b36354,--,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Askar,http://ufcstats.com/fighter-details/2abc414136504554,"69.0""",11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Askar,http://ufcstats.com/fighter-details/b1d19449397541dc,"67.0""",14,1,1,3.05,54.0,2.8,57.0,2.6,24.0,66.0,0.4,
Cyril,http://ufcstats.com/fighter-details/9be6020024133293,"74.0""",9,4,0,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9,
Khusein,http://ufcstats.com/fighter-details/5c10da56d712ac9c,"69.0""",23,1,0,2.0,26.0,4.13,56.0,0.0,0.0,66.0,0.0,
Scott,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"75.0""",14,4,0,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,
Ben,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"73.0""",19,2,0,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9,
Ibo,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"77.0""",14,4,0,5.75,48.0,3.96,56.0,0.0,0.0,87.0,0.0,
Tom,http://ufcstats.com/fighter-details/399afbabc02376b5,"78.0""",15,3,0,7.63,67.0,3.62,56.0,2.62,80.0,100.0,1.3,
Steven,http://ufcstats.com/fighter-details/e56cee1ad697db04,"78.0""",7,2,0,10.05,51.0,6.64,50.0,0.0,0.0,100.0,0.0,
Bruno,http://ufcstats.com/fighter-details/ff222167cce02919,--,8,4,0,1.27,43.0,3.2,36.0,2.0,50.0,66.0,1.0,
Junior,http://ufcstats.com/fighter-details/d0d7160824278840,"72.0""",16,6,0,3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7,
Raphael,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"66.0""",28,10,0,3.22,42.0,2.5,66.0,1.65,39.0,78.0,0.2,
Michael,http://ufcstats.com/fighter-details/01c9e4013afce141,"69.0""",11,4,0,7.79,42.0,7.43,51.0,0.32,100.0,57.0,0.0,
Bazigit,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,--,17,1,0,0.87,41.0,3.14,49.0,1.0,33.0,0.0,0.0,
Rich,http://ufcstats.com/fighter-details/210935fd21670f6d,"72.0""",10,5,0,2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0,
Olivier,http://ufcstats.com/fighter-details/55ee431411ccf07a,"70.0""",11,5,0,2.48,51.0,2.97,55.0,2.36,33.0,70.0,0.5,
Pat,http://ufcstats.com/fighter-details/196ed28337adc630,--,11,2,1,1.17,12.0,4.31,41.0,0.8,50.0,0.0,0.0,
Jose,http://ufcstats.com/fighter-details/4d3b08ab127c7585,--,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcus,http://ufcstats.com/fighter-details/04643fd03d9159cc,"74.0""",22,10,0,1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3,
David,http://ufcstats.com/fighter-details/956dcac65e7b34d6,--,2,1,0,3.33,25.0,10.0,57.0,0.0,0.0,0.0,0.0,
Blas,http://ufcstats.com/fighter-details/8753e125f4499816,"74.0""",8,7,0,2.34,47.0,3.36,43.0,2.37,80.0,50.0,1.8,
Levi,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,--,18,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anthony,http://ufcstats.com/fighter-details/033d19259f589457,--,13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chris,http://ufcstats.com/fighter-details/4665cbf36b08193b,--,5,4,0,2.37,30.0,4.17,48.0,0.0,0.0,46.0,0.0,
Julia,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,"68.0""",9,4,0,2.81,42.0,3.28,55.0,0.63,37.0,52.0,0.2,
Saad,http://ufcstats.com/fighter-details/da603332ad41f165,--,20,9,0,2.13,26.0,1.87,60.0,0.5,16.0,100.0,0.5,
Javy,http://ufcstats.com/fighter-details/26387c19f32dda0f,--,10,5,0,0.83,25.0,5.0,33.0,0.0,0.0,0.0,0.0,
Jessin,http://ufcstats.com/fighter-details/6eaec40f724852f4,"73.0""",16,6,0,3.53,37.0,3.59,58.0,0.0,0.0,50.0,0.3,
Abu,http://ufcstats.com/fighter-details/46d0a888d87d91ac,"76.0""",14,4,1,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0,
Ottman,http://ufcstats.com/fighter-details/ee18ff42063174df,"71.0""",13,3,0,4.43,44.0,4.11,52.0,0.0,0.0,100.0,0.0,
Luiz,http://ufcstats.com/fighter-details/063649e21bc9d6d5,--,15,10,0,2.16,39.0,2.76,57.0,1.07,50.0,45.0,0.3,
Luciano,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,--,17,9,1,0.76,45.0,1.97,27.0,2.28,11.0,0.0,0.0,
Hunter,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,"69.0""",9,2,0,3.92,53.0,2.08,58.0,1.97,34.0,67.0,1.3,
Niklas,http://ufcstats.com/fighter-details/39cc64bf0a269db9,--,11,3,0,1.12,41.0,3.65,40.0,2.92,80.0,72.0,2.2,
Seth,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,"75.0""",20,14,0,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,
Abdul Azeem,http://ufcstats.com/fighter-details/968764372c49eab6,--,13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ryan,http://ufcstats.com/fighter-details/c0ab242c40decc55,"74.0""",23,5,0,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,
Izabela,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,--,6,3,0,3.74,71.0,4.9,32.0,1.75,12.0,100.0,0.0,
Miguel,http://ufcstats.com/fighter-details/82d4c957649faf9b,"74.0""",10,4,0,4.09,49.0,5.92,46.0,0.36,22.0,54.0,2.0,
Ali,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,"65.0""",15,6,0,2.85,42.0,3.09,52.0,2.51,36.0,65.0,0.3,
Mehdi,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,--,11,5,0,3.13,30.0,4.56,46.0,0.0,0.0,33.0,0.0,
Melsik,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"70.0""",8,3,0,5.04,59.0,3.14,56.0,0.0,0.0,72.0,0.0,
Siyar,http://ufcstats.com/fighter-details/aec185309b4843d0,"73.0""",24,8,1,2.91,40.0,3.23,49.0,1.32,61.0,62.0,0.3,
Ignacio,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"75.0""",17,7,0,5.99,46.0,4.07,55.0,0.0,0.0,70.0,0.6,
Bahatebole,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,"71.0""",10,1,1,4.02,45.0,4.83,61.0,1.34,66.0,100.0,0.0,
Shamar,http://ufcstats.com/fighter-details/e2b8186b618b00c4,"75.0""",16,11,0,1.56,20.0,3.91,69.0,1.5,33.0,37.0,0.0,
Jordan,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,--,6,3,0,1.74,40.0,0.29,0.0,4.35,100.0,0.0,4.3,
Scott,http://ufcstats.com/fighter-details/7d5b12de1625984e,--,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bryan,http://ufcstats.com/fighter-details/898337ef520fe4d3,--,18,5,0,1.78,52.0,2.83,45.0,0.44,50.0,37.0,0.9,
Jin,http://ufcstats.com/fighter-details/371efa53bd0cf669,--,23,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,http://ufcstats.com/fighter-details/e626e92a8f2a9737,"72.0""",23,4,0,1.4,33.0,2.73,50.0,2.0,20.0,66.0,0.0,
Eros,http://ufcstats.com/fighter-details/3497f4c29654862c,--,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oluwale,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,"78.0""",6,4,0,2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0,
Stephen,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,--,5,5,0,4.2,47.0,1.15,66.0,0.0,0.0,100.0,1.9,
Marcin,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,--,15,7,0,0.79,50.0,5.26,23.0,0.0,0.0,0.0,0.0,
Humberto,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,"71.0""",14,7,0,2.22,41.0,4.79,41.0,2.9,46.0,62.0,0.5,
Tae Hyun,http://ufcstats.com/fighter-details/9a2d3567abc02e34,"71.0""",18,10,0,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,
Yohan,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,--,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Shauna,http://ufcstats.com/fighter-details/9c442aaf149ea982,"65.0""",7,2,0,4.32,43.0,3.75,45.0,0.0,0.0,40.0,0.7,
Antonio,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,"63.0""",20,11,1,2.69,33.0,3.15,58.0,1.62,62.0,86.0,0.4,
Iwo,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,"73.0""",8,0,0,15.77,70.0,14.01,46.0,0.0,0.0,100.0,0.0,
Renan,http://ufcstats.com/fighter-details/2c99576fefe53c7c,"70.0""",34,9,0,3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5,
Junior,http://ufcstats.com/fighter-details/06dced58ca24a6bd,--,9,3,1,4.03,33.0,8.46,34.0,0.0,0.0,0.0,0.0,
Maycee,http://ufcstats.com/fighter-details/6a740daf1b279661,"65.0""",15,3,0,4.56,53.0,2.78,55.0,1.56,45.0,51.0,0.1,
Bryan,http://ufcstats.com/fighter-details/a331233f597090a5,"72.0""",18,12,0,5.35,48.0,4.59,44.0,0.13,22.0,50.0,0.3,
Djani,http://ufcstats.com/fighter-details/d4baaa0630bf5798,"79.0""",7,1,0,3.64,40.0,4.55,66.0,0.0,0.0,0.0,0.0,
Dione,http://ufcstats.com/fighter-details/27b388f0aab49780,"66.0""",9,4,0,2.21,45.0,2.4,64.0,2.4,44.0,63.0,1.7,
Marcio,http://ufcstats.com/fighter-details/c85bad793cd14e28,"70.0""",18,2,0,7.01,47.0,6.65,52.0,0.0,0.0,100.0,0.0,
Edson,http://ufcstats.com/fighter-details/64a50dad704d1d49,"75.0""",24,14,0,4.14,44.0,4.68,55.0,0.43,50.0,73.0,0.1,
Raoni,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"67.0""",22,5,0,4.65,51.0,4.24,60.0,2.51,31.0,87.0,0.7,
Daniel,http://ufcstats.com/fighter-details/e8fe9c15d348e778,"66.0""",17,7,0,3.65,49.0,5.95,50.0,1.93,28.0,80.0,0.6,
Danny,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"79.0""",9,2,0,5.81,51.0,4.65,52.0,0.0,0.0,100.0,0.0,
Luke,http://ufcstats.com/fighter-details/172c2135e70f87b7,"77.0""",13,4,0,4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4,
James,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,"71.0""",14,5,0,0.57,34.0,3.02,39.0,1.08,16.0,40.0,0.0,
Nick,http://ufcstats.com/fighter-details/78a5eea49638685d,--,11,2,0,2.86,29.0,8.93,51.0,5.36,100.0,100.0,5.4,
Shonte,http://ufcstats.com/fighter-details/e575b6ff678c1aca,"76.0""",6,2,1,2.32,38.0,1.55,67.0,0.0,0.0,60.0,0.0,
Josh,http://ufcstats.com/fighter-details/ad3f53c454cbbead,"78.0""",35,8,0,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,
Chris,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,"75.0""",23,10,0,3.36,47.0,6.55,36.0,0.0,0.0,35.0,0.0,
Chris,http://ufcstats.com/fighter-details/91e69a1c3c87325b,--,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
David,http://ufcstats.com/fighter-details/80c0bed43da0e27b,--,17,4,1,1.17,30.0,2.1,56.0,0.0,0.0,14.0,0.7,
Phil,http://ufcstats.com/fighter-details/1652f3213655b935,"72.0""",15,18,0,2.77,45.0,3.93,40.0,1.46,47.0,60.0,0.5,
Dan,http://ufcstats.com/fighter-details/f12f979b657ab876,--,3,1,0,0.8,70.0,1.2,28.0,1.0,8.0,0.0,0.0,
Carlos,http://ufcstats.com/fighter-details/a220be6d41d6f97d,--,14,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jose,http://ufcstats.com/fighter-details/c32eab6c2119e989,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Peter,http://ufcstats.com/fighter-details/d21113c9ff3788ae,"73.0""",11,5,0,4.18,61.0,4.32,42.0,1.39,22.0,66.0,0.0,
Marc-Andre,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,"74.0""",17,11,0,5.65,47.0,5.94,49.0,0.34,28.0,68.0,0.1,
David,http://ufcstats.com/fighter-details/e6015889f50075d2,--,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alexandre,http://ufcstats.com/fighter-details/8fd1f27e86661ede,--,22,11,0,0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0,
Ricardo,http://ufcstats.com/fighter-details/d26394fc0e8e880a,--,2,2,0,0.0,0.0,8.22,31.0,0.0,0.0,100.0,0.0,
Francimar,http://ufcstats.com/fighter-details/b69f24c500d783e7,"75.0""",19,7,0,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,
Pat,http://ufcstats.com/fighter-details/658c3465581ae46b,"74.0""",8,7,0,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,
Dean,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,"72.0""",4,2,0,9.31,40.0,4.66,51.0,0.0,0.0,100.0,0.0,
Enrique,http://ufcstats.com/fighter-details/be0b310a12eb80b4,"70.0""",17,5,2,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,
Javid,http://ufcstats.com/fighter-details/bbab3baf66128ae2,"69.0""",15,2,0,5.18,54.0,2.75,63.0,1.83,40.0,83.0,0.1,
Farid,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,"71.0""",15,0,0,4.25,52.0,2.89,62.0,3.34,44.0,54.0,0.3,
Austin,http://ufcstats.com/fighter-details/d3f89fa685bd8420,"70.0""",14,1,0,1.75,47.0,2.34,48.0,7.81,41.0,62.0,1.7,
Stephen,http://ufcstats.com/fighter-details/1cecc8fe6748a532,--,11,2,0,4.87,52.0,5.87,55.0,0.0,0.0,0.0,0.0,
Sean,http://ufcstats.com/fighter-details/2c733e059462c1dc,--,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ryan,http://ufcstats.com/fighter-details/29508aff4d93cbbe,--,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Shayna,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,--,15,11,0,2.49,30.0,6.36,51.0,0.67,18.0,44.0,1.3,
Namsrai,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a,"68.0""",9,1,0,3.5,39.0,3.58,45.0,2.15,25.0,0.0,1.1,
Michel,http://ufcstats.com/fighter-details/34218661c44ed55d,--,4,1,0,0.0,0.0,4.03,40.0,6.72,50.0,0.0,0.0,
Bryan,http://ufcstats.com/fighter-details/f626118b6da0e020,"77.0""",13,2,0,5.12,52.0,4.11,44.0,0.77,17.0,53.0,0.4,
Alan,http://ufcstats.com/fighter-details/c9a94278df042f46,"79.0""",8,3,0,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0,
Mario,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,"69.0""",17,3,0,5.3,48.0,3.98,54.0,1.91,38.0,55.0,0.8,
Chris,http://ufcstats.com/fighter-details/55f446032177b119,"69.0""",10,5,0,3.45,35.0,3.18,61.0,1.6,58.0,78.0,0.2,
Donovan,http://ufcstats.com/fighter-details/3a6ac598320ca7f2,"78.0""",7,2,0,0.0,0.0,5.77,28.0,0.0,0.0,0.0,0.0,
Rudy,http://ufcstats.com/fighter-details/74f13066b1417ef3,--,16,15,0,1.27,29.0,2.53,50.0,0.0,0.0,0.0,0.0,
Salvador,http://ufcstats.com/fighter-details/4fd76e7ba8313457,--,5,2,0,4.57,31.0,3.83,58.0,0.0,0.0,66.0,0.0,
Ariel,http://ufcstats.com/fighter-details/b96939f2b8d88e82,"66.0""",4,5,0,4.44,34.0,4.31,64.0,0.0,0.0,0.0,0.0,
Jack,http://ufcstats.com/fighter-details/b5a379583673510a,"71.0""",13,6,0,1.01,39.0,5.82,26.0,1.68,50.0,0.0,0.0,
Jeff,http://ufcstats.com/fighter-details/93bf96be327fcd98,--,13,3,0,0.8,51.0,0.0,100.0,3.43,66.0,100.0,2.6,
Eric,http://ufcstats.com/fighter-details/ce05955c26c3c090,--,6,7,0,6.37,35.0,8.54,52.0,0.0,0.0,0.0,0.0,
Johnny,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,"71.0""",21,13,1,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0,
Rolando,http://ufcstats.com/fighter-details/40a456a25d52ee65,"74.0""",14,5,0,6.23,47.0,5.5,52.0,0.0,0.0,75.0,0.2,
Chase,http://ufcstats.com/fighter-details/b16a7e6a627e9789,"67.0""",24,13,1,2.17,38.0,1.64,69.0,2.49,42.0,41.0,0.9,
Lyle,http://ufcstats.com/fighter-details/babc6b5745335f18,--,24,3,0,1.98,55.0,1.61,54.0,2.1,23.0,64.0,0.3,
Allan,http://ufcstats.com/fighter-details/d6ed764f8b78d32a,"66.0""",7,2,1,1.8,40.0,7.73,34.0,0.0,0.0,25.0,2.0,
Azamat,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,"72.0""",20,5,0,4.57,52.0,6.83,31.0,3.48,43.0,62.0,0.0,
Mirsad,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,"70.0""",13,4,0,2.43,41.0,1.8,57.0,3.98,52.0,92.0,0.4,
Diana,http://ufcstats.com/fighter-details/d7e40dca3ae125be,"68.0""",15,10,0,6.45,41.0,6.55,51.0,0.86,62.0,64.0,0.0,
Alan,http://ufcstats.com/fighter-details/4130a743d9d22163,"75.0""",18,8,0,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,
Vitor,http://ufcstats.com/fighter-details/0ee783aa00e468f0,"74.0""",26,14,0,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,
Yousri,http://ufcstats.com/fighter-details/7674b836ce0698a0,"79.0""",10,3,0,6.1,64.0,2.17,63.0,0.29,100.0,66.0,0.0,
Rodolfo,http://ufcstats.com/fighter-details/69898645d600abdb,"75.0""",13,3,1,5.37,60.0,5.86,46.0,1.38,35.0,94.0,0.2,
Danilo,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,"74.0""",12,5,0,1.52,61.0,4.79,41.0,3.5,100.0,50.0,0.0,
Joey,http://ufcstats.com/fighter-details/46baf0f57edfa4df,"75.0""",17,14,0,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,
Marco,http://ufcstats.com/fighter-details/ec71a892fada28c7,"69.0""",8,6,0,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,
Joseph,http://ufcstats.com/fighter-details/80eacd4da0617c57,"65.0""",28,8,0,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6,
Mike,http://ufcstats.com/fighter-details/a71feb7ea7592a71,--,1,2,0,0.0,0.0,3.32,53.0,0.0,0.0,0.0,0.0,
Dave,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,--,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Karla,http://ufcstats.com/fighter-details/6104730621ff318d,--,14,11,1,0.0,0.0,2.4,57.0,0.0,0.0,100.0,0.0,
Gabriel,http://ufcstats.com/fighter-details/436f970c9ea9169c,"71.0""",23,13,0,5.26,41.0,4.49,63.0,0.22,50.0,55.0,0.9,
Charles,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d,--,30,33,2,1.39,39.0,1.35,64.0,2.02,100.0,36.0,2.0,
Josh,http://ufcstats.com/fighter-details/c3ac8d0da7b05772,--,11,14,0,2.9,40.0,5.8,43.0,1.5,100.0,100.0,0.0,
DeAnna,http://ufcstats.com/fighter-details/404ecb2700844072,"68.0""",8,3,1,3.13,58.0,3.27,58.0,0.0,0.0,0.0,1.0,
Benjamin,http://ufcstats.com/fighter-details/7030c27fc9778964,"73.0""",7,1,0,4.53,54.0,4.53,65.0,6.0,60.0,0.0,0.0,
Lance,http://ufcstats.com/fighter-details/5431dccc09118234,"72.0""",7,2,0,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,
Joe,http://ufcstats.com/fighter-details/a30f6d375dea5f9b,--,11,4,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,
Ryan,http://ufcstats.com/fighter-details/20999e27ddd94bda,"68.0""",10,8,0,2.88,39.0,3.65,58.0,0.28,22.0,72.0,0.4,
Pat,http://ufcstats.com/fighter-details/a25f3dc0df974597,--,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Len,http://ufcstats.com/fighter-details/592d23aed850e652,--,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Steve,http://ufcstats.com/fighter-details/21b1132949f2a9b0,--,21,23,2,1.0,27.0,3.26,36.0,0.84,40.0,16.0,1.7,
Kenneth,http://ufcstats.com/fighter-details/aa8189053b3a8994,"74.0""",8,0,0,4.56,75.0,1.27,28.0,0.0,0.0,0.0,0.0,
Bret,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,--,6,1,1,2.78,52.0,2.78,37.0,4.17,100.0,50.0,4.2,
Keith,http://ufcstats.com/fighter-details/e3779ef06e98f185,--,5,1,0,3.58,36.0,4.81,62.0,1.76,40.0,0.0,0.0,
Dennis,http://ufcstats.com/fighter-details/6f242453c91a5af0,"66.0""",17,9,0,4.42,46.0,3.07,59.0,3.89,40.0,82.0,1.1,
Manny,http://ufcstats.com/fighter-details/2dc1bc1a02961656,"71.0""",14,2,0,2.92,61.0,2.68,46.0,3.06,54.0,0.0,3.1,
Talita,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,"68.0""",6,4,0,3.12,42.0,4.04,55.0,1.62,22.0,28.0,0.5,
Dave,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Keith,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,--,15,14,1,0.27,12.0,6.27,28.0,0.0,0.0,0.0,0.0,
Dieusel,http://ufcstats.com/fighter-details/0db70ca89e1c7374,--,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Edson,http://ufcstats.com/fighter-details/66766984842c13dc,--,17,12,1,1.76,36.0,4.62,47.0,5.47,40.0,0.0,2.7,
Allen,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,--,4,3,0,0.92,80.0,0.92,33.0,6.87,100.0,0.0,3.4,
Anton,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267,--,5,1,0,4.4,46.0,6.8,67.0,2.0,28.0,0.0,1.0,
Scott,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,--,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Matt,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,"70.0""",22,9,0,4.36,41.0,4.45,58.0,0.64,28.0,61.0,0.3,
Khadzhi,http://ufcstats.com/fighter-details/e05f4ce199baca91,"76.0""",10,4,0,6.15,29.0,10.0,43.0,0.0,0.0,0.0,0.0,
Fernando,http://ufcstats.com/fighter-details/a524710c3ef918fa,--,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Arjan,http://ufcstats.com/fighter-details/7e511f8d842a109d,"75.0""",9,1,0,2.33,56.0,3.25,59.0,1.73,75.0,100.0,0.0,
KB,http://ufcstats.com/fighter-details/9cd047a828dd7515,"78.0""",8,2,0,4.31,49.0,5.39,45.0,0.0,0.0,0.0,0.0,
Magomed,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,"65.0""",14,2,0,3.6,51.0,1.83,52.0,2.85,40.0,75.0,0.0,
David,http://ufcstats.com/fighter-details/1efa064872f089d0,"71.0""",24,12,0,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,
