name,profile_url,weight_class,wins,losses,draws,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,rank
Darren,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,"74.0""",18,5,1,2.3,46.0,3.31,56.0,0.55,46.0,69.0,0.0,
Brett,http://ufcstats.com/fighter-details/7b461ccae8270207,--,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rio,http://ufcstats.com/fighter-details/c830bc2eb134b646,"66.0""",8,1,0,0.0,0.0,2.11,69.0,0.0,0.0,0.0,0.0,
Denis,http://ufcstats.com/fighter-details/0112352cb32f5026,"77.0""",10,10,0,3.61,41.0,5.23,38.0,0.96,42.0,72.0,0.0,
Ryan,http://ufcstats.com/fighter-details/57481f1f10530c61,--,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rafael,http://ufcstats.com/fighter-details/d6a8edb7410223a0,"74.0""",14,2,0,2.77,36.0,5.81,35.0,2.4,33.0,100.0,1.6,
Andrew,http://ufcstats.com/fighter-details/274ca7b799b402cc,--,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dusko,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,"74.0""",13,6,0,4.73,57.0,4.4,48.0,1.77,21.0,42.0,0.3,
Tuco,http://ufcstats.com/fighter-details/3e8118c1ab52f211,"76.0""",11,5,0,2.12,40.0,4.27,46.0,4.21,47.0,33.0,0.5,
Hideo,http://ufcstats.com/fighter-details/2d5fbe2103f97053,--,34,29,2,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3,
Anatoly,http://ufcstats.com/fighter-details/679ae8c4fd022c6b,--,25,2,0,3.51,72.0,0.54,66.0,2.03,100.0,100.0,0.0,
Anelya,http://ufcstats.com/fighter-details/3a89481e3a9d47c0,--,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kazuki,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,"73.0""",18,7,1,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,
Puja,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,"59.0""",9,5,0,5.61,48.0,5.82,46.0,0.0,0.0,100.0,0.0,
Tyler,http://ufcstats.com/fighter-details/8e893f269d5696b2,"70.0""",15,7,0,2.95,52.0,2.13,62.0,0.0,0.0,54.0,0.4,
James,http://ufcstats.com/fighter-details/d10b35152277cf98,--,0,1,0,0.0,0.0,2.41,27.0,0.0,0.0,0.0,0.0,
Masanori,http://ufcstats.com/fighter-details/9de7c97e1c0d7927,--,1,2,0,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0,
Carl,http://ufcstats.com/fighter-details/5ee87e0432205755,--,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ilia,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,"69.0""",17,0,0,4.81,48.0,3.83,64.0,1.96,61.0,93.0,1.1,
Aleksandre,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,"68.0""",7,1,0,2.93,55.0,2.57,68.0,1.5,33.0,100.0,0.0,
Anthony,http://ufcstats.com/fighter-details/918d9d89d4d52acc,--,5,3,0,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,
Miguel,http://ufcstats.com/fighter-details/33b2f68ef95252e0,"76.0""",44,9,0,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6,
Ronys,http://ufcstats.com/fighter-details/cce79e827569f26e,--,35,5,0,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5,
Haven,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c,--,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,--,5,4,0,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0,
Abram,http://ufcstats.com/fighter-details/e175a261a280f7cb,--,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jose,http://ufcstats.com/fighter-details/d2036f31c035e0d1,"65.0""",8,1,0,4.37,36.0,9.84,50.0,1.28,33.0,75.0,0.0,
Desmond,http://ufcstats.com/fighter-details/971aebf56267de20,"69.0""",7,2,0,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0,
Manuel,http://ufcstats.com/fighter-details/2e7878927067fdca,"73.0""",17,3,0,7.29,59.0,4.08,54.0,1.72,66.0,90.0,0.9,
Justice,http://ufcstats.com/fighter-details/01762e1d4ff4dc51,"66.0""",12,4,0,0.79,22.0,8.29,53.0,5.92,50.0,0.0,0.0,
Eduardo,http://ufcstats.com/fighter-details/c8d46028907bcece,"70.0""",16,2,0,1.1,34.0,1.24,65.0,2.06,33.0,50.0,0.0,
Salim,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,"72.0""",10,4,0,2.6,46.0,2.87,58.0,0.0,0.0,83.0,0.0,
Dequan,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,"79.0""",21,12,0,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0,
Minoru,http://ufcstats.com/fighter-details/04076783ca83d6ae,--,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Slim,http://ufcstats.com/fighter-details/ff2ec83f44000f78,--,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Roberto,http://ufcstats.com/fighter-details/20ec0061400178ca,--,6,4,1,0.92,50.0,2.77,57.0,0.0,0.0,0.0,0.0,
Bryan,http://ufcstats.com/fighter-details/008cf84faae9c7a5,--,15,4,0,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0,
Alexander,http://ufcstats.com/fighter-details/73abb7a5c57fb443,--,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Francisco,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,"70.0""",13,3,0,2.65,42.0,2.42,64.0,0.97,22.0,41.0,0.0,
Angelo,http://ufcstats.com/fighter-details/0cf9f5518d6063bb,--,7,3,0,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0,
Frank,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,"71.0""",21,9,0,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8,
Francisco,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,"70.0""",28,9,0,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,
Damien,http://ufcstats.com/fighter-details/cb1c09c8126dbee0,--,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michael,http://ufcstats.com/fighter-details/5bf31a46becc1204,"71.0""",11,3,0,3.63,53.0,4.4,50.0,0.36,66.0,72.0,0.5,
Antonio,http://ufcstats.com/fighter-details/6d48a2df51749d91,"80.0""",12,7,0,1.27,47.0,5.3,26.0,0.88,9.0,42.0,0.4,
Tor,http://ufcstats.com/fighter-details/8abf70f79e9e27c2,--,16,7,1,1.16,46.0,3.26,32.0,0.62,7.0,66.0,0.3,
Aaron,http://ufcstats.com/fighter-details/cc18abc046b382c9,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Reynaldo,http://ufcstats.com/fighter-details/e6b233a007cb06c4,--,21,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Abel,http://ufcstats.com/fighter-details/e14b5aa06eea9653,"70.0""",15,8,0,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,
Arman,http://ufcstats.com/fighter-details/eae48ff31db420c2,"72.0""",23,3,0,3.85,50.0,1.8,54.0,3.26,37.0,75.0,0.1,
Rei,http://ufcstats.com/fighter-details/2f43a3e82661fa99,"68.0""",10,1,0,2.24,52.0,2.01,42.0,5.06,37.0,50.0,1.9,
Chris,http://ufcstats.com/fighter-details/df05aa15b2d66f57,"76.0""",21,4,0,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6,
Jon,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,"73.0""",10,5,0,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0,
Gavin,http://ufcstats.com/fighter-details/da816417a579a0bd,"66.0""",13,3,0,4.29,44.0,4.18,57.0,3.13,44.0,53.0,1.5,
Jumabieke,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,--,19,4,1,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9,
Tom,http://ufcstats.com/fighter-details/b9aa7d230865b5fe,--,0,3,0,0.0,0.0,2.14,0.0,32.14,100.0,0.0,0.0,
Blair,http://ufcstats.com/fighter-details/63f8775391301891,--,10,6,0,2.25,53.0,0.93,50.0,7.5,60.0,0.0,0.0,
Tai,http://ufcstats.com/fighter-details/c62fbc117d57b943,"75.0""",15,10,0,3.37,48.0,4.61,42.0,0.0,0.0,58.0,0.0,
Zubaira,http://ufcstats.com/fighter-details/aceffa19749c4dc0,"68.0""",20,6,1,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,
Teila,http://ufcstats.com/fighter-details/96eff1a628adcc7f,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marco,http://ufcstats.com/fighter-details/9384e71bca6c409d,"74.0""",14,2,0,6.69,58.0,2.58,59.0,1.42,26.0,0.0,0.3,
Nyamjargal,http://ufcstats.com/fighter-details/17cb6d8e8187f304,"71.0""",10,1,0,2.72,42.0,2.47,53.0,3.37,50.0,56.0,2.1,
Albert,http://ufcstats.com/fighter-details/ff6a1f63c254127e,"73.0""",18,4,0,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,
Ricky,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,"71.0""",13,6,0,4.68,39.0,3.84,51.0,0.85,17.0,44.0,0.3,
Anton,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,"78.0""",8,4,0,2.45,42.0,3.42,54.0,4.98,41.0,16.0,0.0,
Wellington,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,"72.0""",18,8,0,3.23,51.0,4.17,45.0,1.55,20.0,42.0,0.8,
Courtney,http://ufcstats.com/fighter-details/56f4b81ec4db61af,--,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jalin,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,"77.0""",15,9,0,5.79,48.0,4.54,41.0,0.75,55.0,75.0,1.1,
Austin,http://ufcstats.com/fighter-details/885adaff8fe15cf7,--,8,2,0,4.29,66.0,6.43,0.0,0.0,0.0,0.0,0.0,
Marcin,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,"78.0""",27,11,0,3.56,48.0,3.26,55.0,1.3,33.0,70.0,0.1,
Raphael,http://ufcstats.com/fighter-details/cb680d85b84cbfd9,"73.0""",10,2,0,2.46,48.0,2.85,50.0,1.48,16.0,0.0,0.0,
Takeru,http://ufcstats.com/fighter-details/1d76f07ffdd765c2,"68.0""",6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,
Alberto,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,--,12,2,0,1.79,52.0,3.49,45.0,2.83,50.0,66.0,0.0,
Ryuki,http://ufcstats.com/fighter-details/bcd124bcd3d5be46,--,12,18,5,0.13,21.0,1.4,46.0,0.5,100.0,0.0,1.5,
Christian,http://ufcstats.com/fighter-details/10ccf4ec9913cadc,--,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy,http://ufcstats.com/fighter-details/4a1a492f299581d9,--,11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tagir,http://ufcstats.com/fighter-details/f00ac08ab056af5d,"70.0""",17,3,0,3.01,48.0,3.44,50.0,2.73,39.0,63.0,1.5,
Carlos,http://ufcstats.com/fighter-details/9014c02eff8b3d62,"77.0""",15,1,0,6.57,55.0,4.03,51.0,0.53,60.0,85.0,0.2,
Gasan,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,"71.0""",17,4,2,2.23,39.0,4.1,59.0,0.75,17.0,90.0,0.0,
Jeremy,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae,--,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Zach,http://ufcstats.com/fighter-details/1e310618d02ff93b,--,13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Caol,http://ufcstats.com/fighter-details/eb1723480fa2f96c,"70.0""",33,19,5,1.91,49.0,1.9,50.0,1.95,31.0,37.0,0.5,
Kengo,http://ufcstats.com/fighter-details/58258914525740a5,--,14,12,2,1.05,37.0,2.38,48.0,2.85,28.0,50.0,1.4,
Logan,http://ufcstats.com/fighter-details/5e23f30e9c6ed74e,"72.0""",5,1,0,2.55,66.0,16.6,27.0,0.0,0.0,0.0,0.0,
Hector,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,"73.0""",17,10,1,0.97,38.0,2.44,39.0,0.0,0.0,38.0,3.8,
Elias,http://ufcstats.com/fighter-details/47fcdcaccb58ca80,"77.0""",3,1,0,3.85,37.0,6.17,50.0,0.0,0.0,0.0,0.0,
Gilbert,http://ufcstats.com/fighter-details/b12fb759e02378de,"75.0""",7,5,0,5.57,56.0,4.62,44.0,2.86,44.0,0.0,0.7,
Guilherme,http://ufcstats.com/fighter-details/4252b09f0c8c4472,"74.0""",6,2,0,1.15,43.0,4.43,22.0,0.0,0.0,53.0,0.0,
Nick,http://ufcstats.com/fighter-details/e78c4c3d329c531b,"66.0""",10,3,0,3.61,45.0,5.06,36.0,0.0,0.0,0.0,0.0,
Yasuhiro,http://ufcstats.com/fighter-details/c34e5849184b08c3,--,21,8,6,3.47,39.0,4.71,65.0,0.0,0.0,80.0,0.0,
Sho Patrick,http://ufcstats.com/fighter-details/fe30c5f5cc3e028b,"70.0""",4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kamaru,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,"76.0""",21,4,0,4.16,51.0,2.67,55.0,2.79,44.0,89.0,0.1,
Mohammed,http://ufcstats.com/fighter-details/da7f113b5ea39c43,"79.0""",12,4,0,3.85,39.0,4.27,51.0,0.56,14.0,66.0,0.0,
Darren,http://ufcstats.com/fighter-details/6546af7ab545b90c,"65.0""",10,6,0,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,
Richie,http://ufcstats.com/fighter-details/54578e5927adea53,"69.0""",10,4,0,3.69,46.0,4.09,57.0,3.0,45.0,31.0,1.0,
Rashid,http://ufcstats.com/fighter-details/0d1190beced94f7c,"63.0""",14,2,0,1.87,38.0,0.93,67.0,3.0,50.0,100.0,3.0,
Abubakar,http://ufcstats.com/fighter-details/f7adc1fd115f8fdd,--,24,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Artem,http://ufcstats.com/fighter-details/43e549b803ec7375,"75.0""",3,1,0,3.88,85.0,0.68,80.0,0.0,0.0,100.0,0.0,
Egidijus,http://ufcstats.com/fighter-details/fc1868f56d3036eb,--,29,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Genaro,http://ufcstats.com/fighter-details/cda1099995b46cc2,"72.0""",10,3,0,4.08,30.0,7.16,48.0,1.54,44.0,36.0,0.4,
Charlie,http://ufcstats.com/fighter-details/8a0be41c0380188d,"64.0""",12,7,0,2.58,37.0,2.61,77.0,1.4,53.0,75.0,0.5,
Robert,http://ufcstats.com/fighter-details/0cd0456d6029cec2,"77.0""",12,6,0,1.3,55.0,2.72,33.0,0.59,50.0,55.0,1.8,
Victor,http://ufcstats.com/fighter-details/de277a4abcfeea46,--,13,6,2,1.28,100.0,2.55,0.0,0.0,0.0,0.0,0.0,
Ivan,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2,"77.0""",8,2,0,0.0,0.0,9.6,33.0,0.0,0.0,0.0,0.0,
Victor,http://ufcstats.com/fighter-details/078695e385ec2f57,"71.0""",14,4,0,3.47,40.0,4.81,51.0,0.63,33.0,55.0,0.0,
Timur,http://ufcstats.com/fighter-details/45e738622ea2c02c,"67.0""",18,3,0,5.19,53.0,3.33,45.0,1.73,40.0,55.0,0.3,
Victor,http://ufcstats.com/fighter-details/663b76da637402c3,--,18,10,0,3.94,30.0,2.99,67.0,0.9,14.0,0.0,0.0,
Andrew,http://ufcstats.com/fighter-details/2a898bf9fb7710b3,--,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kevin,http://ufcstats.com/fighter-details/239d8e5359022f3b,"68.0""",18,1,0,6.12,48.0,4.41,57.0,0.66,28.0,84.0,0.0,
Isaac,http://ufcstats.com/fighter-details/c295de4e10acd4c9,"70.0""",16,7,1,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0,
Joshua,http://ufcstats.com/fighter-details/17e97649403ba428,"65.0""",16,2,0,8.84,56.0,6.39,57.0,0.84,63.0,81.0,0.0,
Mike,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,--,8,5,0,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0,
Matt,http://ufcstats.com/fighter-details/7b39035fae7268b8,--,7,6,0,7.73,45.0,6.82,49.0,0.0,0.0,50.0,0.0,
Ron,http://ufcstats.com/fighter-details/23ab42947c1990e3,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lloyd,http://ufcstats.com/fighter-details/02177caefe7c07d4,--,0,1,0,0.0,0.0,3.01,15.0,0.0,0.0,0.0,0.0,
Alain,http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60,--,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cameron,http://ufcstats.com/fighter-details/87e2468b986ebb79,"74.0""",15,7,1,5.31,47.0,6.41,40.0,0.0,0.0,0.0,0.0,
Chad,http://ufcstats.com/fighter-details/26d61e92a6069cd2,--,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jared,http://ufcstats.com/fighter-details/2b68d9f125d07b42,"80.0""",12,10,0,4.96,44.0,5.67,45.0,0.18,50.0,20.0,0.0,
Austin,http://ufcstats.com/fighter-details/32c3ee378671a5d9,"74.0""",13,3,0,3.04,59.0,2.71,48.0,3.08,35.0,100.0,1.2,
Lando,http://ufcstats.com/fighter-details/f9b200db02b488d9,"71.0""",12,8,2,4.52,45.0,4.71,54.0,1.24,36.0,66.0,0.3,
Paige,http://ufcstats.com/fighter-details/4d5197f331c47290,"65.0""",8,5,0,3.35,52.0,2.62,42.0,1.27,33.0,34.0,1.0,
Paul,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,--,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kazula,http://ufcstats.com/fighter-details/ec18eb918121787c,"71.0""",12,5,0,3.65,53.0,1.77,57.0,0.4,25.0,30.0,0.4,
Jamie,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3,"71.0""",21,11,1,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,
Guilherme,http://ufcstats.com/fighter-details/d6d5da3c209884bc,--,9,4,0,3.27,29.0,4.4,70.0,0.0,0.0,0.0,0.0,
Linton,http://ufcstats.com/fighter-details/a148dfe3485be79d,--,18,5,0,3.39,37.0,2.13,54.0,2.46,50.0,50.0,0.0,
Billy,http://ufcstats.com/fighter-details/61428ed51f5ff465,--,12,17,0,0.0,0.0,1.36,50.0,0.0,0.0,0.0,0.0,
Yuri,http://ufcstats.com/fighter-details/4679a38cced7c64a,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Javier,http://ufcstats.com/fighter-details/be5cfd73617a5b1a,"69.0""",16,5,0,2.43,36.0,1.99,72.0,2.56,52.0,57.0,1.5,
Manny,http://ufcstats.com/fighter-details/8d4d25fd9218860b,"72.0""",11,2,0,1.47,41.0,2.67,48.0,1.0,33.0,0.0,1.0,
Gianni,http://ufcstats.com/fighter-details/51ec9dc3b4964f19,"71.0""",13,5,1,1.6,22.0,3.93,39.0,0.0,0.0,62.0,2.0,
Matt,http://ufcstats.com/fighter-details/5731cc327790b731,--,17,5,0,1.12,28.0,4.91,44.0,3.64,38.0,100.0,1.5,
Joe,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,--,18,9,0,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,
Kelly,http://ufcstats.com/fighter-details/93c9897f0f9f5dab,--,2,1,0,2.27,35.0,5.67,47.0,0.0,0.0,100.0,0.0,
Greg,http://ufcstats.com/fighter-details/34a81ebbce32b06b,"70.0""",6,1,0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,
Cain,http://ufcstats.com/fighter-details/0ff11cc094e887bc,"77.0""",14,3,0,6.37,57.0,2.33,57.0,5.13,45.0,85.0,0.4,
David,http://ufcstats.com/fighter-details/09c44b317c98bf96,--,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bojan,http://ufcstats.com/fighter-details/fcce75a25c14a804,"76.0""",15,6,1,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,
Karlos,http://ufcstats.com/fighter-details/d23ccf4a6c221284,"75.0""",17,5,0,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,
Luigi,http://ufcstats.com/fighter-details/2f1a257d6777096d,"73.0""",9,3,0,2.82,40.0,3.82,57.0,1.11,15.0,100.0,0.6,
Jerrel,http://ufcstats.com/fighter-details/602bb270f2bdbf02,--,4,3,0,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0,
Scott,http://ufcstats.com/fighter-details/6e62bb64f7cc5026,--,14,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon,http://ufcstats.com/fighter-details/fa315e6c77eee106,"78.0""",15,7,0,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,
Kerry,http://ufcstats.com/fighter-details/df0a1c1e11ad199b,--,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marlon,http://ufcstats.com/fighter-details/7c7332319c14094c,"70.0""",23,12,1,4.18,47.0,5.34,50.0,0.47,39.0,71.0,0.8,
Carlos,http://ufcstats.com/fighter-details/07f959e6596307bb,"69.0""",12,4,0,1.53,57.0,2.79,49.0,0.0,0.0,25.0,1.6,
Isis,http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52,"64.0""",5,2,0,3.13,43.0,3.53,53.0,0.0,0.0,66.0,0.0,
Ernie,http://ufcstats.com/fighter-details/2b1587a3376ab743,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joe,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,--,4,3,0,0.0,0.0,5.55,27.0,0.0,0.0,0.0,0.0,
Nikolay,http://ufcstats.com/fighter-details/0f1efce7d2571d10,"74.0""",14,7,0,2.69,56.0,3.3,45.0,0.42,16.0,62.0,0.4,
CJ,http://ufcstats.com/fighter-details/077e3ace32b72be9,"68.0""",12,7,1,5.02,56.0,4.69,53.0,0.0,0.0,60.0,0.2,
Renato,http://ufcstats.com/fighter-details/c24b1db4b809d41b,--,7,5,0,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5,
Bryan,http://ufcstats.com/fighter-details/13a0fb8fbdafb54f,--,4,3,0,2.74,60.0,2.13,41.0,0.0,0.0,0.0,0.0,
Marvin,http://ufcstats.com/fighter-details/7acbb0972e75281a,"74.0""",19,10,1,4.74,45.0,4.55,56.0,1.41,43.0,68.0,0.4,
Hugo,http://ufcstats.com/fighter-details/f95381efb3051d81,"67.0""",8,4,0,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0,
Guilherme,http://ufcstats.com/fighter-details/393b8e03fb410a78,--,7,3,0,2.92,40.0,2.72,59.0,1.2,66.0,77.0,0.0,
Polyana,http://ufcstats.com/fighter-details/9673a497a9da119a,"67.0""",13,8,0,2.74,40.0,2.5,53.0,0.75,33.0,35.0,1.7,
Vitor,http://ufcstats.com/fighter-details/744f50016c39c26c,--,12,3,1,3.1,30.0,8.28,52.0,0.0,0.0,0.0,0.0,
James,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,"76.0""",13,5,0,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7,
Tamires,http://ufcstats.com/fighter-details/4f3064faf17aa711,"68.0""",7,4,0,2.91,53.0,4.46,49.0,0.0,0.0,35.0,0.7,
Freddy,http://ufcstats.com/fighter-details/024158997e7c5829,"80.0""",4,1,0,2.7,66.0,2.65,26.0,0.0,0.0,60.0,0.8,
Milton,http://ufcstats.com/fighter-details/7cf20446453f852b,--,13,8,2,1.13,35.0,2.36,48.0,2.67,53.0,12.0,0.7,
Reginaldo,http://ufcstats.com/fighter-details/f9081770e28ea2e1,"65.0""",13,5,0,3.76,40.0,2.89,59.0,1.97,27.0,25.0,0.8,
Ketlen,http://ufcstats.com/fighter-details/b9706f80d005036c,"68.0""",15,5,0,2.76,40.0,3.75,50.0,1.33,44.0,90.0,0.6,
Rodolfo,http://ufcstats.com/fighter-details/260e9e0d4954aea6,"73.0""",11,5,0,3.43,54.0,4.28,49.0,2.87,22.0,60.0,0.9,
Steve,http://ufcstats.com/fighter-details/6888e31ce88f5b17,--,12,6,0,2.19,28.0,5.75,44.0,0.0,0.0,100.0,0.0,
Alejandro,http://ufcstats.com/fighter-details/2e88f2030d8a928a,--,17,5,0,3.93,46.0,4.07,67.0,1.0,50.0,0.0,0.0,
DeMarco,http://ufcstats.com/fighter-details/0275e33febc2818c,--,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gian,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,"76.0""",17,14,0,4.38,44.0,5.47,55.0,0.45,23.0,83.0,0.0,
Ike,http://ufcstats.com/fighter-details/f9d0cae37dabfafc,"73.0""",18,14,0,3.66,38.0,7.24,36.0,0.6,50.0,100.0,0.0,
Ruben,http://ufcstats.com/fighter-details/39f68882def7a507,--,22,28,3,5.18,53.0,4.86,35.0,0.0,0.0,0.0,0.0,
Armando,http://ufcstats.com/fighter-details/454c1f0b638972ab,"66.0""",5,2,0,3.23,55.0,4.3,52.0,3.23,25.0,0.0,0.0,
Pablo,http://ufcstats.com/fighter-details/34f93dfbd43b2144,--,12,3,0,2.79,42.0,3.25,65.0,2.5,50.0,33.0,0.0,
Joey,http://ufcstats.com/fighter-details/15515e797aedc137,--,29,10,0,2.05,38.0,3.26,52.0,0.71,40.0,53.0,1.1,
Danillo,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,--,15,5,0,2.86,37.0,2.4,68.0,1.71,66.0,33.0,1.7,
Yuri,http://ufcstats.com/fighter-details/0fb1e2694a39a02f,"73.0""",10,5,0,3.18,43.0,5.42,55.0,2.0,35.0,40.0,0.3,
Tre'ston,http://ufcstats.com/fighter-details/563a1d42bb0e3cef,"79.0""",10,4,0,0.0,0.0,3.56,50.0,0.0,0.0,0.0,0.0,
Marcos,http://ufcstats.com/fighter-details/e363b21261814830,--,23,11,1,1.93,49.0,2.91,47.0,0.0,0.0,25.0,0.5,
Brandon,http://ufcstats.com/fighter-details/7c4ec656d8fcb867,"68.0""",13,3,0,2.55,45.0,3.76,42.0,0.67,20.0,0.0,0.0,
Falaniko,http://ufcstats.com/fighter-details/445a98acb8985970,--,30,11,0,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0,
Cheyanne,http://ufcstats.com/fighter-details/4959f10a62f3fec3,"63.0""",7,3,0,4.93,50.0,2.57,64.0,0.25,33.0,66.0,0.2,
Bobby,http://ufcstats.com/fighter-details/fb8a3025ae722e64,"74.0""",19,13,0,4.01,35.0,5.84,42.0,1.04,50.0,66.0,0.0,
